main_headline,classification
NOTES OF THE REBELLION.; THE NEW GOVERNMENT OF MISSOURI. PROCLAMATION OF GOV. GAMBLE.,1
BROOKLYN MILITARY MATTERS.,1
NEWS OF THE DAY.,1
New-York Central Railroad Dividend.,1
HON. JOSEPH HOLT.,1
POPULAR IDEAS OF THE REBELLION.; The War and Slavery.,1
Movements of Ocean Steamers.,1
VERY SOUR GRAPES.,1
A SOUTH CAROLINA COLONEL SHOT.,1
FRAUDULENT CONTRACTORS.,1
"Items about Major-Gen. (Bishop) Polk, of the Confederate Army.",1
LATEST REPORTS FROM ST. LOUIS.,1
BUSINESS HABITS OF GEN. FREMONT.,1
Telegraphic Connection.,1
Slavery and the Conduct of the War.,1
Amusements this Evening.,1
AN IMMEDIATE ATTACK EXPECTED.,1
Col. Burnham's Political Sentiments.,1
THE BULL RUN BATTLE.; Gen. McDowell's Official Report of the Engagement.,1
Remember the Recreants!,1
A DENIAL.,1
THE SCHOONER ENCHANTRESS.,1
LOCAL MILITARY MOVEMENTS.; THE M'CKELLAN RIFLES A CARD.,1
THE REINFORCEMENT OF CAIRO.,1
AMERICAN DENTAL CONVENTION.,1
Marine Disaster.,1
EXPECTED ATTACK ON CAPE GIRARDEAU,1
Arrivals in the City.,1
WHAT INDIANA HAS DONE.,1
Gov. Gamble's Proclamation.,1
TROPHIES.,1
GENERAL CITY NEWS.,1
Philadelphia Stock Board.,1
OBITUARY.,1
The Neatest Thing of the Season.,1
INTERESTING STATEMENT OF A SOUTHERN CITIZEN.,1
A SECESSION PAPER CLEANED OUT.,1
AFFAIRS AT FORTRESS MONROE.; NO REBELS NEAR NEWPORTS NEWS.,1
THE MILITARY SITUATION IN MISSOURI.,1
The Commencement Season.; EXERCISES AT THE UNIVERSITY OF VERMONT.,1
The Great Easton for Liverpool.,1
INDIANA REGIMENT IN PHILADELPHIA.,1
To Subscribers.,1
CONFISCATION BY CONFEDERATES.,1
The De Kalb Regiment.,1
FOR TEXAS.,1
SENATOR MASON'S ESTATE.,1
A New Belligerent Jersey Stands on Her State Rights.,1
Live Whales from the St. Lawrence.,1
BECOMING INSUBORDINATE.,1
LIEUT. G. D. BAILEY.,1
CONFEDERATE PRISONERS.,1
The Charges Against Col. Ripley.,1
GEN. WOOL.,1
LETTER FROM SENATOR POLK.,1
NAVAL ENGAGEMENTS.,1
"THOSE HANDCUFFS AND ROPES.""",1
ABOUT THE BLOCKADE.,1
CONGRESSMAN ELY.,1
BY WAY OF MEXICO.,1
BRISK FIGHT IN NORTHEAST MISSOURI.,1
Visit of Prince Napoleon at Washington The Present and the Past.,1
Blockade of the Mississippi.,1
THE REBELS INTENDED AN ATTACK AT BULL; RUN.,1
ARRIVAL OF DISABLED TROOPS,1
Mails Close at the Post-Office.,1
Our National Loans Abroad Attack on American Credit.,1
Article 2 -- No Title,1
RUNNING THE BLOCKADE.,1
Alexis de Tocqueville's Opinion of the English Mind.,1
"VESSELS AT CHARLESTON, S.C.",1
NIMS' LIGHT BATTERY.,1
THE SLAVE-TRADE.; Remarks of Lord Palmerston in the House of Commons.,1
Cooking for the Soldiers.,1
LIVELY TIME IN BALTIMORE.; MR. BRECKINRIDGE NOT ALLOWED TO SPEAK.,1
"THE MILITARY ROUTE TO WASHINGTON.; A Trip from New-York to Washington via Easton and Harrisburgh Character of the Line and the Country Visit to the Loyal Camps in Virginia Return in a Sleeping Car without ""Breaking Bulk.""",1
SOUTHERN NEWS THROUGH LOUISVILLE.,1
WHY THEY DID NOT PURSUE.,1
THE LONDON HOMICIDE.; The Murray and Roberts Affair Conclusion of the Investigation The Mystery Solved by a Woman.,1
"LIEUT. DEMPSEY, OF THE NATIONAL ARMY.",1
"ONE HONEST FIRM IN CHARLESTON, S.C.",1
Concentrated Meanness.,1
Movements of Ocean Steamers.,1
WRECKING VESSELS.,1
IMPORTANT FROM SOUTHERN KANSAS.,1
POSITION OF HON. GREEN ADAMS.,1
Charged with being Engaged in the Slave Trade.,1
FROM A PRISONER AT RICHMOND.,1
The Confiscation Bill.,1
FROM GEN. BANKS' COMMAND.,1
Decisions.; SUPREME COURT CHAMBERS.,1
THE FIGHT AT ATHENS.,1
LIVELY TIME IN BALTIMORE.; MR. BRECKINRIDGE NOT ALLOWED TO SPEAK.,1
"MORE ""TREACHERY.""",1
SOUTHERN NEWS THROUGH LOUISVILLE.,1
THE PRIVATEER YORK,1
Arrivals in the City.,1
Execution of Armstrong.,1
Amusements this Evening.,1
DIED.,1
RUNNING THE BLOCKADE.,1
MAKING THE ISSUE.,1
THE REBELLION IN MISSOURI.; THE FIGHT AT DUG SPRING.,1
THE EXTRAORDINARY HOMICIDE IN LONDON.,1
FROM GEN. BANKS' COMMAND.,1
PLEASANT TIMES IN TENNESSEE.,1
A ROMANTIC FREAK.,1
THE GREAT REBELLION.; Important News from Fortress Monroe. Approach of Gen. Magruder with Seven Thousand Rebels. BURNING OF THE TOWN OF HAMPTON. Repulse of the Rebels at Newmarket Bridge An Expedition from Fortress Monroe to the Rappahannock. An Exciting Time in Baltimore. Breckinridge and Vallandigham Feasted by the Secessionists. Breckinridge Not Allowed to Make a Speech. Satisfactory Condition of Affairs at Washington. Escape of Another Privateer Steamer at New-Orleans.,1
IMPORTANT FROM SOUTHERN KANSAS.,1
MILITARY AND NAVAL MOVEMENTS.,1
IMPORTANT FROM PARIS.; Three More Pamphlets on the American Question Who they were Written by and What they Contain The Old Secession Arguments Reiterated.,1
Mails Close at the Post-office.,1
GUNPOWDER AND ITS MANUFACTURE.; Where and How it is Made The Materials Where Found A New Discovery in Cannon Powder.,1
MILITARY AND NAVAL MOVEMENTS.,1
The Two Routes to Washington.,1
THE FIGHT AT DUG SPRING.,1
THE GREAT REBELLION.; Important News from Fortress Monroe. Approach of Gen. Magruder with Seven Thousand Rebels. BURNING OF THE TOWN OF HAMPTON. Repulse of the Rebels at Newmarket Bridge. An Expedition from Fortress Monroe to the Rappahannock. An Exciting Time in Baltimore. Breckinridge and Vallandigham Feasted by the Secessionists. Breckinridge Not Allowed to Make a Speech. Satisfactory Condition of Affairs at Washington. Escape of Another Privateer Steamer at New-Orleans.,1
CALL FOR A DEMOCRATIC STATE CONVENTION.,1
Passengers Arrived.,1
NEW-YORKERS IMPRISONED AT RICHMOND.,1
WILLIAMS COLLEGE.,1
THE PRISONERS.,1
NOTES OF THE REBELLION. AFFAIRS IN MISSOURI.,1
AN EXCEPTION.,1
FULL REPORT OF THE PROCEEDINGS.,1
Philadelphia Stock Board.,1
POLITICAL CONVENTIONS.; THE REPUBLICANS IN MAINE.,1
MARRIED.,1
IMPORTANT FROM FORT MONROE.; HAMPTON BURNT BY THE REBELS.,1
Traitors at Home.,1
The Same vs. Henry Bleecker et al. Motion denied.; COMMON PLEAS SPECIAL TERM.,1
The Times for Sunday.,1
IMPORTANT FROM FORT MONROE.; HAMPTON BURNT BY THE REBELS.,1
FROM PENSACOLA AND FORT PICKENS.,1
NIMS' LIGHT BATTERY.,1
SOUTHERN CURRENCY.,1
PREPARING FOR WINTER.,1
THE BLOCKADE.,1
DIED OF WOUNDS.,1
LAW REPORTS.; Court of General Sessions.,1
AN EXCEPTION.,1
NEW-YORKERS IMPRISONED AT RICHMOND.,1
MARINE INTELLIGENCE.; Cleared. Arrived. Below. Sailed. By Telegraph.,1
"VESSELS AT CHARLESTON, S.C.",1
GENERAL CITY NEWS.,1
The End of Them.,1
IMPORTANT FROM RICHMOND.; ADMIRAL DUNDAS AND THE BLOCKADE.,1
The Brigadier Generalships.,1
"MARINE INTELLIGENCE.; Spoken, &c.",1
Obituary.,1
ARREST IN BALTIMORE.,1
DIED.,1
Intelligent English Opinion.,1
TO THE PUBLIC.,1
A SCENE IN NEW-ORLEANS.,1
HON. JOSEPH HOLT.,1
THE PIRATES OF THE PETREL.,1
Jersey City.,1
MASSACHUSETTS TROOPS IN PHILADELPHIA.,1
THE PRISONERS AT RICHMOND.,1
Just and Patriotic.,1
Philadelphia Stock Board.,1
THE THIRD CONNECTICUT REGIMENT AT HOME.,1
IMPORTANT FROM KENTUCKY.; REBEL EXPEDITION AGAINST BARBOURSVILLE.,1
TRANSFERRED TO THE REGULARS.,1
A REBEL SPY ARRESTED IN BOSTON.,1
"HONOR TO WHOM HONOR."" We learn from",1
AFFAIRS AT FORTRESS MONROE.,1
Economy and the Art of Living.,1
AN ESCAPE FROM DIXIE.,1
BROOKLYN NEWS,1
SAFETY OF CAPT. DE GOLYER AND LIEUT. PRESTON.,1
COL. MONTGOMERY.,1
LETTER FROM COL. CORCORAN.; THE MANNER OF HIS CAPTURE BY THE REBELS.,1
BROOKLYN MILITARY MATTERS.,1
GEN. McCLELLAN.,1
JEFF DAVIS' MANSION.,1
THE IRISH STOCK RUNNING OUT IN IRELAND,1
"COL. HIENTZELMAN'S REPORT.; HEAD-QUARTERS THIRD DIV., DEP'T. N.E. VIRGIANA.",1
COL. HUNTER'S REPORT.,1
THE HARRIET LANE.,1
A CONTRACT.,1
VOLUNTEERS IN ILLINOIS.; LETTERS FROM GOV. YATES.,1
TROPHIES.,1
Passengers Sailed.,1
TO THE POINT.,1
To Subscribers.,1
GOV. SPRAGUE ON THE WAR.,1
REPORTS FROM NEW-ORLEANS.,1
Markets by Telegraph.,1
Mails Close at the Post-office.,1
Movements Ocean Steamers.,1
"A SUSPECTED PRIVATEER.; Ship Thos. Jefferson, of Boston, Capt. ROLLINS,",1
KANSAS TROOPS FOR THE WAR.,1
THE NEW GOVERNMENT OF VIRGINIA.,1
HON. ALFRED ELY.,1
DISPATCH TO THE ASSOCIATED PRESS.,1
THE PIRATE SUMTER.; CRUISE OF THE UNITED STATES STEAMER NIAGARA,1
THE SECOND RHODE ISLAND BATTERY.,1
LYNCH LAW IN THE SOUTH,1
THE TWO SHERMANS.,1
DURYEE'S ZOUAVES.,1
The Doomed Band.,1
NEWS OF THE DAY.,1
"IMPORTANT FROM MISSOURI.; RECENT OPERATIONS OF GEN. LYON. THE MARCH TO DUG SPRING AND THE BATTLE THERE PARTICULARS OF THE AFFAIR AT CURRAN THE RETIREMENT TO SPRINGFIELD, ETC. LATEST NEWS FROM SPRINGFIELD. REBEL RETREAT FROM CAPE GIRARDEAU REBELS REPULSED AT POTOSI. RENEWED TROUBLE EXPECTED AT BOONVILLE. A GRAND ARMY TO GATHER AT ST. LOUIS FROM GEN. BANKS' COMMAND.",1
Present Designs of the Rebels.,1
AFFAIRS IN WESTERN VIRGINIA.; AN APPEAL.,1
Movements of Ocean Steamers.; FROM EUROPE.,1
ANOTHER REBEL EXPLOIT.,1
HOW IT IS DONE.; The Louisville Journal of Aug. 3 makes this statement:,1
THE DEFENCE OF NEW-ORLEANS.,1
MINIATURE ALMANAC THIS DAY.,1
ADOPTED CITIZENS AND THE WAR.,1
MARRIED.,1
IMPORTANT FROM FORT MONROE.; THE PRIVATEER YORK DESTROYED.,1
Grow on Constitutional Rights.,1
VIRGINIA UNION REFUGEE.,1
French Views of American Affairs.,1
DIED.,1
Markets by Telegraph.,1
Pious Mendacity.,1
"A DARING FEAT.""",1
Passengers Arrived.,1
To Subscribers.,1
THE DEMOCRATS IN OHIO.,1
THE CONCORD RIOT.,1
TERRIFIC STORM IN WESTERN MICHIGAN.,1
THE BATTLE OF BULL RUN.; Official Reports of the Several Officers. COL KEYES' OFFICIAL REPORT. COL. SHERMAN'S OFFICIAL REPORT. MAJOR BARNARD'S OFFICIAL REPORT. CAPT. GRIFFIN'S OFFICAL REPORT. COL. DAVIES' REPORT. AN ENGLISHMAN AT BULL RUN. THE LATE BATTLE.,1
FOR CAIRO.; The Columbus (Ohio) State Journal of Aug. 5. says:,1
News from California by the Pony Express.,1
Mails Close at the Post-office.,1
THE WHITE MOUNTAINS.; The Mount Washington Carriage-road Finished.,1
Article 1 -- No Title,1
"THE GREAT REBELLION.; Important News from the National Capital. Secretary Cameron's Instructions to Gen. Butler on the Contraband Question. TEN NEW REGIMENTS ARRIVED. The Experience of Prince Napoleon Among the Rebels. What he Thinks of Beauregardand Jonhston. A Battle Imminent at Springfield, Mo. PERILS OF PRIVATEERING.The Privateer York Run Ashore and Burnt above Hatteras. A NUMBER OF PRIZES RECAPTURED. The Expedition from Fortress Monroe not yet Returned. Reception of Hon. Joseph Holt at Oswego. RON. JOSEPH HOLT IN OSWEGO SOUTHERN ITEMS.",1
"HON. JOSEPH HOLT, LL.D.",1
Markets by Telegraph.,1
To Subscribers.,1
Confederate Sympathies and Suggestions.,1
THE CASE OF W.H. HURLBERT,1
REPORTS FROM FROM ALEXANDRIA.,1
GREAT BRITAIN.,1
THE ARMY HOPITALS AT WASHINGTON.,1
JEFF. DAVIS AS A ROMANCER.,1
SENATOR BRECKINRIDGE,1
Pennsylvania State Teachers' Association.,1
MARRIED.,1
CAPTURE OF A BRITISH VESSEL,1
Philadelphia Stock Board.,1
BANGOR DEMOCRAT OFFICE DESTROYED,1
BRAZIL.,1
THE NEW-YORK VOLUNTEER REGIMENTS; PROMOTIONS AND APPOINTMENTS,1
PLANS OF THE REBELS.,1
MASSACHUSETTS MEN AT RICHMOND,1
RESIGNATIONS.,1
PRISONERS AT RICHMOND.,1
THE BEGINNING OF THE REBELLION.,1
REPORTED CAPTURE OF WISE.; SANGUINARY BATTLE ON THE KANAWHA.,1
A PIRATE IN THE CHESAPEAKE.,1
ITALY,1
Completion of a Telegraph Line.,1
GENERAL CITY NEWS.,1
"NEWS FROM THE REBELS.; A Massachusetts Man from Richmond All Citizens Enrolled in the Rebel Army Richmond Not Fortified The UnionElement There Manufactureof Arms Business, &c.",1
GEN. BANKS' COMMAND.; A SKIRMISM WITH REBEL CAVALRY.,1
INDIA AND CHINA,1
FRANCE.,1
LATEST VIA LONDONDERRY.,1
THE INDIANA TROOPS.,1
BELGIUM.,1
DROWNED WHILE BATHING.,1
THE REBELS AGAIN SEEKING FOR PEACE.,1
A COMPREHENSIVE PLAN.,1
ADDITIONAL INTELLIGENCE.,1
CITY BANK STATEMENTS.; WEEKLY AVERAGES OF THE NEW-YORK CITY BANKS.,1
"THE STEVENS BATTERY.; Early Propositions of the Messrs. Stevens to the Government Nothing New or equally Good yet Suggested in Europe Minute Details of the Ship, the Engines, the Armor and the Armament Principles Involved Philosophy of Impregnable Ships. THE ENGINES AND BOILERS. PRINCIPLES AND CONSTRUCTION OF THE MACHINERY. THE ARMOR AND ARMAMENT. PRINCIPLES OF THE STEVENS BATTERY.",1
CANADA AND THE WAR.; Sympathy of Canadians with the Southern Rebellion Its Cause and its Effect.,1
A COMPREHENSIVE PLAN.,1
FLAGS OF TRUCE.,1
DEPREDATIONS ON THE MAIL.,1
New-Jersey.,1
Arrivals in the City.,1
FOREIGN BORN PERSONS IN THE ARMY.,1
Leather for Army Equipments.,1
Mailed Ships-of-War The Stevens Battery.,1
PLANS OF THE REBELS.,1
THE INDIANA TROOPS.,1
New-Jersey.,1
A PIRATE IN THE CHESAPEAKE.,1
CAPTURE OF A BRITISH VESSEL.,1
LAW REPORTS.; Decisions. SUPREME COURT CHAMBERS.,1
PRESIDENTIAL,1
MILITARY AND NAVAL MOVEMENTS.,1
A TENNESSEE UNIONIST ARRESTED,1
THE PIRATES OF THE PETREL.,1
IMPORTANT FROM FORTRESS MONROE.,1
TREASON IN FORTRESS MONROE.,1
Movements of Ocean Steamers.; FROM EUROPE. Mails Close at the Post-office.,1
Destructive Fire in Canada West.,1
TENNESSEE ELECTION.,1
"Large Fire at Versailles, N.Y.",1
PRISONERS AT RICHMOND.,1
Decisions.; SUPREME COURT--CHAMBERS.,1
THE NORFOLK NAVY-YARD.,1
Spies in Washington.,1
Matts Close at the Post-office.,1
MARINE DISASTERS.,1
Postage Stamps.; INTERESTING STATISTICS OF THE NUMBER USED-- THE NEW ISSUE.,1
THE POSITION OF TENNESSEE.; PROCLAMATION OF GOV. HARRIS.,1
THE CAPTURE OF HON. ALFRED ELY.,1
Summer Resorts.,1
A STUDENTS' REGIMENT.,1
RATHER OMINOUS.,1
Arrivals in the City.,1
CAVALRY AND FLYING ARTILLERY.,1
"KENTUCKY AFFAIRS.; Result and Signifcance of the August Election. The Peace Party of 1814-15, and the Peace Party of 1861. A Lesson from Bull Run. Disloyalty and Secessionism at Baltimore. Accurate Information. Partisanship and Patriotism in Vermout-- Declaration of Democratic Candidates. DECLINATION OF MESSRS. THOMAS AND THURSTON.",1
"AFFAIRS IN MISSOURI.; Gen. Pillow's Intentions--He is Too Late to Capture St. Louis--Active Military Movements--The Position of Gen. Lyon at Springfield--Session Catrages, & c.",1
GEN. WOOL.,1
NOTES OF THE REBELLION.; OUR ARTILLERY AT THE LATE BATTLE. REPORT OF THE CHIEF OF ARTILLERY.,1
Communication with California.; PROGRESS OF THE TELEGRAPHIC WIRES.,1
AFTER THE BATTLE.,1
Affairs in Arizona.,1
Personal.,1
New-Jersey.,1
"IMPORTANT NEWS.; Great National Victory in Missouri. Defeat of 23,000 Rebels by 8,000 National Troops. Tremendous Slaughter of the Rebels. Our Loss About Eight Hundred Killed and Wounded. The Rebel Generals McCulloch and Price Killed. Death of Gen. Lyon at the Head of his Troops. Destruction of all the Rebel Tents and Camp Equipage. Subsequent Retirement of the National Forces to Rolla. Important from Fortress Monroe. Prisoners Captured at Bull Run Released on Parole.THEIR ARRIVAL IN WASHINGTON.Highly Interesting Statements Made byThem. OPERATIONS DOWN THE POTOMAC. NO NEGBOES TO BE TAKEN HOME. CONSULS COMMISSIONED. CHASSEURS D'APRIQUE. GEN. ANDERSON IN THE FIELD. THE REBELS AT MANASSAS. MINISTER TO VIENNA. THE BLOCKADE. MR. FAULKNER. COLONEL OF THE SEVENTY-NINTH THE YANKER REPORTED SUNK. DIRECT FROM RICHMOND. STATEMENT OF SERGEANT MALLORY. STATEMENT OF MRS. CURTIS. DISPATCH TO THE ASSOCIATED PRESS.",1
The Storm.,1
RETURN OF THE FIRE ZOUAVES.; MEETING OF THE DISCONTENTED STATEMENT OF GRIEVANCES. THE ZOUAVES' COMPLAINT. LIST OF GRIEVANCES. DEATH OF COL. FARNHAM. PRESENTATION OF COLORS.,1
IOWA PLUCK AND PATRIOTISM. The history,1
COMMISSIONERS OF EMIGRATION. The Commissioners of Emigration ...,1
FATAL FALL. Coroner SCHIRMER hold an inquest yesterday ...,1
THE TROUBLE AT POTOSI.,1
FROM GEN. BANKS' COMMAND.; MILITARY AND NAVAL MOVEMENTS.,1
EGMONT KEY OCCUPIED BY UNION TROOPS.,1
THE WAR IN WESTERN VIRGINIA.; A SEVERE SKIRMISH NEAR GRAFTON.,1
DIED.,1
"AFFAIRS IN THE UNITED STATES PROSPECTS OF THE WAR.; A MANCHESTER VIEW. The Manchester Guardian reviews the present condition of the English nation, and says: THE PROSPECTS OF TRADE. LOANING MONEY TO THE UNITED STATES.",1
THE REBELS MARCHING ON PILOT KNOB.,1
REPORTS FROM CAIRO.,1
LATEST NEWS OF THE REBELLION.,1
THE BATTLE IN MISSOURI.; FULL AND AUTHENTIC PARTICULARS.,1
Garibaldi on the Papacy.; The Arrest of the Archbishop of Naples.,1
"FOUND DROWNED. An inquest was held yesterday, by Coroner SCHIRMER, ...",1
GENERAL CITY NEWS.; ARREST OF A GANG OF COUNTERFEITERS. VESSELS IN QUARANTINE YELLOW FEVER. ARREST OF A CONFEDERATE BEARER OF DIS AN EMIGRANT LOSES FIVE HUNDRED DOLLARS. THE MOVEMENTS OF PRINCE NAPOLEON.,1
AN ARREST IN BOSTON.,1
Krup's Cast steel Guns.,1
"THE BATTLE OF BULL RUN LOST BY THE REBELS.; LAW FOR THE EXPULSION OF CITIZENS OF THE UNITED STATES FROM THE SOUTH. A BILL TO BE ENTITLED. ""AN ACT RESPECTING ALIEN ENEMIES."" JUSTICE TO A LOYAL REGIMENT. JUDGE CATRON.",1
The Great Battle in Missouri.,1
THE BODY OF COL. CAMERON.,1
Article 1 -- No Title,1
PRIVATEERING. THE CASE OF THE GEORGE G. BAKER NAMES OF THE PRIZE CREW.,1
LIGHT ARTILLERY.,1
"DEATH IN THE STREET. Early yesterday morning a man, ...",1
GEN. BANKS' COMMAND.; REBELS ALL ALONG THE UPPER POTOMAC.,1
The Trials of Our Soldiers.,1
MEETING OF THE DEMOCRATIC UNION GENERAL; New-Jersey,1
MARRIED.,1
Article 2 -- No Title; Markets by Telegraph.,1
Philadelphia Stock Board.; Passengers Sailed. Passengers Arrived.,1
RESIGNATIONS OF OFFICERS. We learn from,1
Important Movement in St. Louis.,1
Foreign Officers.,1
MARTIAL LAW PROCLAIMED IN ST. LOUIS.,1
SOUTHERN ITEMS VIA LOUISVILLE.; MILITARY AND NAVAL MOVEMENTS.,1
To Subscribers.,1
THE BATTLE OF BULL RUN LOST BY THE BESELS.,1
"IMPORTANT NEWS.; Particulars of the Great Battle in Missouri. Only 5,500 National Troops Engaged. The Rebel Loss Estimated at 2,000 Killed and Wounded. A Rebel Force Reported to be Marching on Pilot Knob. RETREAT OF PILLOW FROM NEW-MADRID. Martial Law Proclaimed in St. Louis. The President of the Board of Police Commissioners Arrested. A Sharp Skirmish in Western Virginia.A Large Force of Rebels Along theUpper Potomac.EXPECTED ATTACK AT POINT OF ROCKS.Designs of the Rebels in Lower California.SPECIAL DISPATCH FROM WASHINGTON. ADVICES FROM TEXAS. COL. FARNHAM DEAD. A NEW DAHLGREN GUN. FUGITIVE SLAVES. SHAMEFUL NEGLECT. THE YANKEE NOT SUNK. GEN. LEE IN WESTERN VIRGINIA. NAVIGATION RESUMED. SUNDAY OBSERVANCE. COMMERCIAL AGENT AT CURACOA. MR. FAULKNER'S CASE. MINISTER TO AUSTRIA. THE PRESIDENT'S SECRETARY. CONSULS APPOINTED. A DEAF MUTE SPY. DESERTERS IN CUSTODY. FIRING UPON PICKETS. INSPECTORS OF SUBSISTENCE. WANT OF POWDER AMONG THE REBELS EXTENDING OUTPOSTS. RECKLESS CONDUCT OF VOLUNTEERS.",1
THE BODY OF COL. CAMERON.,1
MR. RUSSELL'S LETTERS.; Description of the Camps at Washington The Opening of Congress.,1
FROM RICHMOND.,1
The Kingdom of Italy.,1
Amusements this Evening.,1
Philadelphia Stock Board.; Passengers Sailed. Passengers Arrived.,1
"AFFAIRS IS ENGLAND.; The Recent Changes in the Ministry Advancement of Lord John Russell TheContest for the London Soat Lord Herbort Mr. Bright, &c.",1
OUTRAGES IN TENNESSEE.,1
The Post-office and the Army.,1
IMPORTANT FROM CAIRO.; GEN. PILLOW'S FORCES RETREATING.,1
THE PHILADELPHIA CITY TROOP WELCOMED HOME.,1
"JOHN BROWN, JR.",1
NOTES 0F THE REBELLION.; THE BATTLE OF BULL RUN. COL. BURNSIDE'S SUPPLEMENTARY REPORT.,1
OBJECTIONS TO THE COTTON LOAN.,1
THE PRISONERS AT RICHMOND.,1
CONGRESSMAN ELY.,1
Decisions.,1
ORDNANCE FOR THE GOVERNMENT.,1
CAPT. TYLER.,1
THE BLOCKADE OF SOUTHERN PORTS.,1
OUR FOREIGN RELATIONS.,1
MR. RUSSELL'S LETTERS.; Condition of Things in the Southern States.,1
"THE MOTT-STREET HOMICHIDE, Coroner GAM",1
ROOM WORK OFF NEW-ORLEANS.,1
THE LATE COL. FARNHAM.,1
A NEW GUN.,1
"GENERAL PARK MUSIC, the second concert",1
Article 1 -- No Title,1
NEWS OF THE REBELLION.; SOUTHERN ITEMS VIA LOUISVILLE.,1
GENERAL CITY NEWS.,1
LATEST REPORTS FROM CAIRO.,1
GENERAL MARKETS.,1
"QUESTIONABLE. Capt. Poon, commander on",1
"SAD CASUALTY, On the night of Aug. 12, the",1
JUDGE HOLT.,1
"UNION MATTERS IN BANGOR, ME.",1
THE BALTIMORE PRISONERS AT FORT LAFAY,1
MASSCHUSETTS DEMOCRATIC CONVENTION.,1
Commissioners of Charities and Corrections.,1
Amusements.,1
Movements of Ocean Steamers.,1
IMPORTANT FROM BALTIMORE.,1
Amusements this Evening.,1
"""Just Once"" More.",1
Marine Disaster.,1
SOMETHING ROTTEN IN RICHMOND.,1
"A ""NAVAL ENGAGEMENT.""",1
BEAUREGARDS'S PROMOTION.,1
BRECKINRIDGE STATE COMMITEE; NO STATE CONVENTION TO BE CALLED.,1
TURNED UP AT LAST.,1
IMPORTANT FROM CAIRO.; PILLOW BACK AGAIN AT NEW-MADRID. Dispatch to the Cincinnati Gazetle.,1
ARRIVAL OF GEN. WOOL.; SPEECH OF GEN. WOOL.,1
M. RUSSELL ON THE SOUTH. Besides his,1
The Great Loan.,1
THE RHODE ISLAND GENERAL ASSEMBLY.,1
PRIVATEERS IN THE DUTCH WEST INDIES.,1
THE GREAT REBELLION.; Further Reports of the Battle of Wilson's Creek. Return of Gen. Pillow to New-Madrid. Apprehensions of a Negro Insurrection The Small Pox said to be Raging in Tennessee. Approach of the Rebels to the Potomac in Force. The Small Pox Said to be Raging at Manassas. DETAILS OF GOVERNMENT PLANS. Camps of Instruction to be Established Immediately. Volunteers THE AID OF THE CAPITALISTS. THE LIVERPOOL CENSULATE. A GOOD MOVE. LOCAL COMMISSARIES. SCHOOL LANDS IN NEERASKA COL. MCCUNN IN DIFFICULTY. THE SECOND MAINE MUTINOUS. ARRESTS. LIQUOR DEALERS FINDED. COL. BOERNSTEIN. THE CASE OF MR. FAULKNER. THE SEVENTY-NINTH. THE REBELS SCATTERING. THE NAVY DEPARTMENT. DISPATCH TO THE ASSOCIATED PRESS.,1
THE REBELS AND THE INDIANS.,1
SOMETHING TO BE LOOKED AFTER. We have,1
IMPORTANT FROM ST. LOUIS.,1
UNION NOMINATION FOR GOVRNOR IN MARYLAND.,1
RESPECT TO GEN. WOOL.,1
MATTERS AT NEW-ORLEANS.,1
The Whereabouts of the Sumter.,1
THE WAR IN MISSOURI.; FURTHFR PARTICULARS OF THE BATTLE OF WILSON'S CREEK.,1
Markets by Telegraph.,1
THE BATTLE OF BULL RUN.,1
DIED.,1
KENTUCKIANS COMING TO THE RESCUE.,1
Mails Close at the Post-office.,1
MINIATURE ALMANAC THIS DAY,1
THE SPRINGFIELD ARMORY.,1
Passengers to Arrive.,1
NAVAL AND MILITARY MOVEMENTS.,1
Arrivals in the City.,1
SUPPRESSION OF THE BANGOR DEMOCRAT.,1
To Subscribers.,1
A SUGGESTION.,1
Philadelphia Stock Board.,1
MARRIED.,1
Movements of Prince Napoleon.,1
"FATAL FALL, A young man named MICHAEL",1
RESIGNATION OF ADJUTANT-GEN. READ.,1
"DEATH FROM BURNS, Coroner SCHIRMER held",1
Obituary.,1
A PRESENT TO LIEUT. BROWNELL.,1
COLTON'S COUNTY MAP OF MISSOURE. G.Q.,1
INTERESTING FROM FORTRESS MONROE.,1
NEWSPAPERS AND THE WAR We find the,1
The First Iowa Volunteers.,1
A TROPHY FROM MANASSAS.,1
England and France.,1
REPORTS FROM ALEXANDRIA.,1
DIED.,1
DOINGS OF THE PRIVATEERS.; THE JEFF. DAVIS AT PORTO RICO.,1
SOUTHERN NEWS THROUGH LOUISVILLE.,1
OUR COMPLIMENTS TO JOHN BULL. We beg,1
The Funeral of Col. Farnham.,1
NEWS OF THE DAY.,1
Markets by Telegraph.,1
"Fire in Fulton, N.Y.",1
Starke the Winner of the Goodwood Cup.,1
BRIG.-GEN. SWEENEY.,1
"AFFAIRS AT FORT PICKENS.; Here of the Rebel Forces Sent to Virginia Jealousy Between the Regulars and Wilson'sZouaves A Strange Order from Col.Brown Efficiency of theBlockade, &c.",1
STATE OF THINGS AT RICHMOND.,1
PLEA FOR THE SABBATH IN WAR. The Sab,1
"Foreign Officers.""",1
THE UNITED STATES MARSHALS' CONFERENCE.,1
THE SABBATH.; Plea for the Sabbath in War Appeal of the Sabbath Committee.,1
Obituary.,1
The Trouble Between Gen. de Geyon and Merede.,1
"A GOOD APPOINTMENT. Mr. JOHN BIGELOW,",1
Correction.,1
