main_headline,classification
Mr. Schurz and the Filipinos.,7.0
SAVED TWO FROM DROWNING.,7.0
ADVANCE AGAIN REPORTED.,7.0
Editorial Article 1 -- No Title,7.0
TO FIND THE NORTH POLE.; Capt. Banendahl of the German Navy to Head an Expedition.,7.0
YESTERDAY'S BASEBALL GAMES; New Yorks Were Defeated by Chicago In a Long-Drawn-Out Game.,9.0
NEW MAIL-TAKING DEVICE.; Arrangement for Picking Off and Delivering Sacks from Trains.,9.0
GERMAN CHESS TOURNAMENT.,1.0
Took Poison by Accident and Died.,7.0
Article 1 -- No Title,7.0
INTERNAL REVENUE IN JUNE.,7.0
MARKET CONDITIONS.,4.0
CRAGIN CANAL CONCESSION.; President of Nicaragua Formally Proclaims Its Existence.,4.0
POLITICAL CONTRIBUTIONS.,4.0
HAVERFORD'S LOW SCORE.; Cambridge Bowlers Easily Dispose of the American Cricketers.,9.0
TAMMANY'S PURSE CLOSED; Richard Croker Will Not Aid State Committee Materially. Mr. Coler's Candidacy for the Govern- orship Declared to be the Cause -- Mr. Hill's Attitude.,10.0
WENTWORTH TENNIS TOURNEY.; New York Experts Win Their Matches on the New Hampshire Courts.,9.0
MIRAGE SHOWS BURNING CRAFT; Atlantic City Residents Started by Sight of Supposed Wreck.,7.0
ROBBERY AT ASBURY PARK.,7.0
"RESCUES HER LITTLE ONES.; Mrs. Gounoud, Threatened by Flame and Smoke, Takes Four Children to a Place of Safety.",7.0
MR. REED'S POSITION IN THE CANVASS.,7.0
"CHOCTAW NATION ELECTION.; Election of G.W. Dukes, the Indian Representative, Indicated.",9.0
MICHAEL IN BAD REPUTE.; He Failed to Appear for His Scheduled Race with Nelson.,9.0
FIRST PRIZE FOR MR. McGARR.; Awarded by the Paris Exposition for His Exhibit Relating to the Insane.,9.0
NEW RUSSIAN LOAN.; Report from London that It Is to be Negotiated in United States.,9.0
Article 12 -- No Title,7.0
"TIVOLI CASES IN COURT; Magistrate Pool Discharges All the Prisoners but Five. GO AND SIN NO MORE,' HE SAYS Ackron Is Still at Large, but His Manager Must Answer -- Chief Says Place Will Not Reopen.",1.0
Front Page 6 -- No Title,7.0
"50,000 TROOPS IN PEKING.",7.0
Article 13 -- No Title,7.0
THE ISSUE IMPERIALISM.,7.0
Wants Coal Mines Nationalized.,7.0
Article 6 -- No Title,7.0
BOSTON STOCK MARKET.,7.0
"""THE CZAR'S TURN NEXT.""; Bresci's Exclamation to a Prison Warder -- More Alleged Accomplices Arrested -- Regicide in Milan.",7.0
IN THE REAL ESTATE FIELD; Sales at Private Contract -- Produce Exchange Bank Takes Title to Site for Its New Building -- Other Dealings.,9.0
Yacht Challenger for Fisher Cup.,7.0
Article 2 -- No Title,7.0
Cannot Find Humbert's Will.,7.0
MOTLEY LED ALL THE WAY; Lakeland's Filly Cleverly Won the Glen Cove Handicap. SIDNEY LUCAS BEATEN OFF Western Derby Winner Was Outpaced by Ordinary Horses at Brighton Beach Track Yesterday.,9.0
"DR. LYLE ON LIQUOR.; Two Ounces a Day, He Says, Will Neither Hurt a Person Nor Do Him Any Good.",7.0
POISONED BY TOADSTOOLS.,7.0
"EDWARD T. CUSHING ILL.; Operated Upon for Appendicitis at the Nassau Hospital, Mineola. Special to The New York Times.",7.0
"TRIES TO KILL THE SHAH; Assassin Attacks Him in His Carriage, but Is Disarmed. SEIZED BY THE GRAND VIZIER The Shah Is Not Disturbed and Continues His Excursion -- Prisoner Not Identified.",3.0
COMMANDER TILLEY PRAISED.; Mr. Cooper Commends His Tact in Samoa and Indorses the Work of the United States.,7.0
"QUINTAVALLI LIVED HERE; Bresci's Supposed Accomplice Also Has American Wife. SHE SAYS HE KNEW ASSASSIN Declares He Went to Europe Four Months Ago, but Only for the Benefit of His Health.",6.0
RACE WAR IN WEST VIRGINIA.; Trouble Growing Out of Killing of a Negro by a Policeman.,7.0
Article 4 -- No Title,7.0
WANTS TREASON BILL AMENDED.,7.0
CHICAGO QUOTATIONS.,7.0
"COURT ENJOINS GEN. WOOD.; Mr. Dady Opposes Havana Code, Holding that It Violates His Rights and Is Unlawful.",3.0
Tried to Burn Registration Books.,7.0
Front Page 4 -- No Title,7.0
Yacht Races on Lake Champlain.,7.0
"OCEAN CITY'S DOG PLAGUE.; Vainly Tries to Borrow Atlantic City's ""Canine Exterminator.""",7.0
Article 10 -- No Title,7.0
DEATH OF CAPT. MclNTOSH.; Was Senior Commander of the Ward Line Fleet.,9.0
DISCREDIT STORY OF ADVANCE.; Washington Officials Say Allies Are as Yet Without Supplies -- May Be Moving to Secure New Base.,7.0
COMMERCIAL LAW LEAGUE.; Report Adopted Favoring Amendment of Bankruptcy Laws.,7.0
Marriage Announcement 1 -- No Title,7.0
Lord Curzon in the Famine District.,4.0
Van Buren -- Wood.,7.0
ALGOMA CENTRAL EXTENSION.; Acquires the Stock of the Hudson Bay Road -- Will Tap Mineral Lands.,9.0
CHILD MANGLED BY CAR.; Little Margaret Ott Loses Life While Following Fire Engine.,9.0
Another College for St. Paul.,7.0
Front Page 3 -- No Title,7.0
Front Page 1 -- No Title,7.0
Great Damage to Broomcorn.,7.0
THE SPEECHES OF CARL SCHURZ.,7.0
TOPICS OF THE TIMES.,4.0
"NORTH CAROLINA ELECTION; Constitutional Amendment Gets Over 40,000 Majority. HEAVIEST VOTE IN MANY YEARS Democrats Carry the State for Aycock for Governor by Same Majority -- Election Very Quiet.",3.0
IS SHE BRESCI'S WIFE?,7.0
Article 7 -- No Title,7.0
Gilman (Col.) Wiped Out by Fire.,7.0
"THE VARIAG'S MISHAP.; Will Take Five Weeks to Repair Damage to Russian, Cruiser.",10.0
THE SIPIDO CASE.; Mr. Balfour Has Told Belgium that It Was a Miscarriage of Justice.,3.0
GREAT BRITAIN'S POLICY.,7.0
A GERMAN VOLTE FACE.,7.0
Six Insanity Cases at Auburn Prison.,7.0
CHASED THIEF IN A WAGON.; Patrolman Monday Drives Furiously and Captured Pickpocket.,2.0
THE LONDON MARKET.,7.0
Humberts Messenger Turns Back.,7.0
LIU TRIED TO EVADE SEYMOUR.,7.0
Consul at Barranquilla Dead.,7.0
"SUICIDE ATTEMPTED MURDER.; Walk Tried to Drown His Son, but the Boy Eluded Him, It Is Said.",9.0
Young Man Disappears Mysteriously.,7.0
DALLAS STREET CAB WRECKED.; Explosion Said to be Due to Dynamite and Charged to Strikers.,7.0
Results of Harness Races.,7.0
JAMES W. BOYLE DEPOSED; Keahonites Capture Meeting in Seventh Assembly District. THE LEADER IS VOTED DOWN Defeated Faction Says That the Action Was Irregular and Will Not Stand.,4.0
GERMAN EXPEDITION SAILS.,7.0
BULLION AND MINING.,7.0
Sham Battle by Naval Reserve.,7.0
Chicago Bond Issue Stopped.,7.0
MR. CROKER IN SARATOGA.; Tammany Leader Met by Messrs. Scannell and Grady.,6.0
KAISER'S BELLICOSE SERMON.,7.0
"AMERICA'S SHARP WARNING TO CHINA; Last Chance Given to Latter to Avert Advance of Allies. HER ATTITUDE ""UNFRIENDLY"" Wording of Secretary Hay's Reply to Li-Hung-Chang Suggests Possibility of Declaration of War.",6.0
"THORNE WILL SUIT ENDS; Court Finds for Adopted Daughter Against Mrs. Huff. JUSTICE CONDEMNS DEFENDANT Says Design to Alienate Thorne from His, Family and Obtain His Property Was Apparent.",1.0
A THIRD BRIGADE FROM INDIA.,7.0
Vardon Plays on Mountain Links.,7.0
COMPLAIN OF SALVATION ARMY.; Residents of West Thirty-fourth Street Say Their Peace Is Disturbed.,9.0
Article 8 -- No Title,7.0
LOOTED A MUSIC STORE.; Brooklyn Clerks Carry Off Whole Stock to Philadelphia.,7.0
SOLDIERS ARREST 100 MINERS.; Rich Gold-Bearing Cliffs South of Nome Regularly Guarded.,9.0
Sultan Decorates Charles H. Steinway.,7.0
"TABLET FOR THE KEARSARGE.; The President Will Attend Presentation Next Month, If Possible.",9.0
President Haas Resigns.,7.0
ELECTION NOTICES REFUSED.; Two Brooklyn Newspapers Decline to Publish Them Until Paid for Those Printed Last Year.,9.0
"RECEIPTS OF KLONDIKE GOLD.; $9,500,000 Brought In So Far This Season -- $6,084,000 in July.",9.0
Article 11 -- No Title,7.0
Article 5 -- No Title,7.0
Coast Line's Birmingham Office.,7.0
YELLOW FEVER IN TAMPA.,7.0
Fatal Fire in Murfreesborough.,7.0
OLD WASHINGTON MARKET.,7.0
BRYAN'S AUGUST PROGRAMME.; Important Conference at Chicago After Indianapolis Meeting.,9.0
WHAT IS DOING IN SOCIETY.,7.0
"INCENDIARY'S DEADLY TRAP.; Fastens Doors and Windows of Farmhouse on Outside, Then Fires the Barn -- Many Animals Perish.",7.0
FIFTY MISSIONARIES SLAIN.,7.0
Shah May Not Visit England.,7.0
Chinese Women Slaves In Chicago.,7.0
BRYAN NOT LIKE JEFFERSON.,7.0
OUTSIDE SECURITIES.,9.0
City Island Yacht News.,7.0
BAR HARBOR'S SOCIAL SEASON.,7.0
BRESCI HAD ACCOMPLICES.,7.0
INSTRUCTION ON SILVER ISSUE.,7.0
DUKE OF COBURG'S FUNERAL.; Prince of Wales and Sir Archibald Milne to Attend.,1.0
Front Page 8 -- No Title,7.0
INDIAN HARBOR Y.C. ENTRIES.; Forty-seven Yachts Scheduled for the Annual Regatta of the Club.,9.0
WHEN THE CIRCUIT RIDER CAME.,7.0
Governor Will Be Here To-day.,7.0
THE NEWS OF NEWPORT.,7.0
HERBERT SCHURZ'S DEATH.; Caused by Heart Disease -- Boy Shipped from Liverpool Yesterday.,1.0
In Continental Centres.,7.0
"QUEER FIGHT FOR FORTUNE; Mrs. Miller Claims Winfield Scott Allen Was in Reality Stephen Pangborn, Jr., Her Father.",9.0
Investigating German Sewers and Labor,7.0
Racing at Saratoga.,7.0
"LEGATION IN DIRE PERIL.; Letter from Japanese in Peking -- Yet the Tsung-li-Yamen Talks of ""Friendly Intercourse.""",7.0
Thirty-Footers Collide in Race.,7.0
MISSING MAN'S BODY FOUND.; Man and Wife Arrested on Suspicion of Causing Trader's Death.,7.0
PARTY COUNCIL ALARMED; Republicans Fear Anti-Expansion Sentiment in New England. To Make Renewed Effort in Vermont and Maine -- Influence of Senator Hoar's Speech.,1.0
Rockaway Hunt Club Golf.,7.0
"STEPPED ON DYNAMITE.; It Exploded, Tore Off Clerk Rainey's Shoe, and Part of His Trousers, and Startled Paterson, N.J.",7.0
"Louisville's Population, 204,731.",7.0
GETTING AT THE TRUTH IN CHINA.,10.0
THE PORTO RICAN PEON.,7.0
NEW MOVE BY THE LACKAWANNA.,7.0
Obituary 1 -- No Title,9.0
EVANS WILL CONTEST SETTLED; Final Papers Signed in Paris -- Philadelphia Dental College to be Established.,9.0
"HINT OF SMUGGLING GIVEN BY A WOMAN; Romance in the Story of Phenacetine Seizure Case. TREASURY OFFICER TALKS Says Mrs. Alexander, Mother of the Man Who Testified Against Goslin, in Revenge, Disclosed All.",1.0
Front Page 7 -- No Title,7.0
Conditions at Cape Nome Improve.,7.0
Kempff's Inaction at Taku.,7.0
PEACE DELEGATES AT ODDS.; The Transvaal War Nearly Brings on a Conflict in the Camp of Peace.,9.0
Porto Ricans for Hawaii.,7.0
"CHRISTIAN TOWN DESTROYED.; Five Foreigners and 10,000 Native Converts Killed by Imperial Troops.",7.0
TO EVADE FRANCHISE TAX.; Corporations Try to Deduct Amount from Real Estate Valuation.,9.0
MISSIONARIES DEFER SAILING.,7.0
DAKOTA'S FIGHTING PARSON.; In His Crusade Against Liquor He Finds It Necessary to Whip the Mayor of Bowden.,7.0
"BURGLAR SHOOTS POLICEMAN.; Breaks Away After Being Captured, Uses His Weapon, and Escapes.",7.0
"ASHANTIS DEFEATED.; British Also Suffer, Major Beddoes Being Among the Wounded.",9.0
REPORTED COLORADO LYNCHING; Story that a Well-Known Rancher Has Been Put to Death.,7.0
ACTION BY THE GOVERNMENT.; Efforts Making to Discover Possible Conspirators of Bresci -- Legal Issues to be Decided Afterward.,7.0
CARNAGE IN THE PHILIPPINES.,7.0
Appreciates The New York Times.,7.0
Kebo Valley Golf Tournament.,7.0
LOSSES BY FIRE,7.0
BANK OF ENGLAND'S STATEMENT.,7.0
Intense Heat in the Dakotas.,7.0
BOTHA IS WEAKENING.,7.0
Chicago Brokers Give Up Fight.,7.0
Article 9 -- No Title,7.0
"IRON BEAM FALLS 70 FEET; Crashes Through Roof of Building at 59 Walker Street. MANY PERSONS ARE INJURED Four Girders Also Fall, Endangering the Lives of 150 Workmen on New Broadway Structure -- One Arrest Made.",9.0
One Race for American Jockeys.,7.0
"Will, Bequeathing $13,000 Found.",7.0
Incorporated in Delaware.,7.0
Few Yellow Fever Cases in Havana.,7.0
"TROLLEY MAIL IN NEW JERSEY.; Proposition to Abolish Wagons After July 1, 1901.",4.0
E.W. CARMACK FOR SENATOR.; Primaries Held In Tennessee Insure His Election.,7.0
NIU-CHWANG IN DANGER.,7.0
"Louis Johnson, the Bicyclist, Dead.",7.0
Article 14 -- No Title,7.0
GOV. VOORHEES RETICENT.; Will Neither Confirm Nor Deny That Be Has Been Asked to Act.,7.0
More Troops Leave Cuba.,7.0
Buffalo Official Dies at the Seashore.,7.0
VICTOR AT HIS FATHER'S BIER.,7.0
Shooting Trophy Won by Morfey.,7.0
DR. TANNER SUSPENDED.; Great Uproar in the Commons -- Member from Cork's Defiance.,9.0
"Charles Kahn, the Contractor, Dead.",7.0
French Admiral Sails for China.,7.0
John Boyd Killed by Railroad Train.,7.0
Escaping Prisoner Shot.,7.0
Lightning Kills Herder and Sheep.,7.0
MINISTER WU CALLS ON MR. HAY.,7.0
Conductor Held for Barren's Death.,7.0
Results of Harness Races.,7.0
Front Page 2 -- No Title,7.0
"THE ""PARTITION"" OF CHINA.",7.0
Apple Crop Will Be Enormous.,7.0
A BOOK OF MEMORIES; Sutherland Edwards's Interesting Personal Recollections.,1.0
INCENDIARIES IN FORT BODGE.; Citizens Believe that Tramps Are Trying to Destroy the Town.,7.0
"KING VICTOR ISSUES A PROCLAMATION; King Humbert, He Says, Was Truly ""Father of His Country."" FAITH IN ITALY'S DESTINY Returns Thanks to His Subjects, and Asks Their Help in Perpetuating the Kingdom.",4.0
Dead Man Found in Carload of Lumber.,7.0
To Transship Troops from the Sumner.,7.0
Front Page 5 -- No Title,7.0
TO DROP BRYAN IN ILLINOIS; Democrats Hope by Hard Work to Save State Ticket. THE GERMAN VOTE GIVEN UP Cry of Imperialism Fails to Have the Effect Expected -- A McKinley-Alschuler Club.,4.0
THE BRITISH OFFER TO JAPAN.,7.0
ALIENS SAFE ON AUG. 1.,7.0
Incorporated in Delaware.,7.0
BOERS REPULSED.; Lord Roberts's Dispatch Says They Violated a Flag of Truce -- More Surrenders.,2.0
Article 14 -- No Title,7.0
"FOUGHT FIVE BEARS.; Although Suffering from a Broken Leg, Price Kept the Animals at Bay All Night.",7.0
Severe Gale in England.,7.0
YACHT NEWS OF NEWPORT.; Veda Won the Daily Race for the Thirty-foot Boats.,2.0
Topics of the Week.,7.0
"NEW BRITISH WAR LOAN; American Banking Houses to Receive Subscriptions. ""Money Enough and to Spare,"" Says J. P. Morgan -- L10,000,000 Issue at Interest Equal to 3 3/4 Per Cent.",2.0
WESTCHESTER'S POLO TROPHY.; Dedham Second Team Beaten by Score of 15 3/4 to 10 1/4 Goals.,2.0
LIEUTENANTS FROM THE RANKS; The President Appoints Forty-eight Enlisted Men in the Regular Army.,2.0
Cabinet Meeting in Washington.,7.0
English Library in Nice.,4.0
THIRD RAIL ON ELEVATED; A Trial Train to be Run by Electricity by October. Pushing Work on Power House -- Material for the New System Delivered -- Speed of Motor Trains.,9.0
WATERLOO.; William O'Connor Morris's New History of Napoleon's Last Campaign.,2.0
Article 4 -- No Title,7.0
CHINESE ENVOYS' MEMORIAL.,7.0
Article 12 -- No Title,7.0
"REPORT OF THE SECRET SERVICE.; 654 Arrests Made In Last Year -- $55,000 in Counterfeits Captured.",9.0
KING HUMBERT.; Personal Recollections of the Murdered Ruler of Italy.,1.0
Article 15 -- No Title,7.0
TAMPA'S YELLOW FEVER CASES.,7.0
FINANCIAL ANNOUNCEMENTS.,7.0
MONUMENT TO KING HUMBERT.,7.0
ANARCHY IN PEKING.,7.0
CINCINNATI'S DISAPPOINTMENT.,8.0
Article 16 -- No Title,7.0
LOSSES BY FIRE.,7.0
"""THE CONSPIRACY AGAINST THE COLLEGE.""",9.0
FIRST SEAWANHAKA CUP RACE.; Canadian Boat Beat the American Challenger Minnesota Over a Triangular Course.,9.0
ON FREEDOM OF SPEECH.,7.0
"POSTMASTER VAIL'S ILL-LUCK.; Thrown from a Car Last Week, His Mill and Store Now Burned.",2.0
R.A. Johnson's Coachman Pardoned.,7.0
Front Page 3 -- No Title,7.0
Obituary 1 -- No Title,7.0
DEMAND PUNISHMENT OF CHINA.,7.0
FEARFUL BOXER OUTRAGES.,7.0
SAFE CONCERN REORGANIZES.; The Herring-Hall-Marvin Company Incorporated in New Jersey.,9.0
Front Page 4 -- No Title,7.0
Germany Arresting Anarchists.,7.0
FACTS ABOUT CHINA.; Useful and Timely Information in a New Cyclopedic Book.,9.0
"REFORM AT CONEY ISLAND.; Several Resorts Ordered to Close, the Health Authorities Condemning Quarters They Occupy -- Hotel Raided.",4.0
Union Pacific's New Line.,7.0
$500 Books.,5.0
NO MESSAGES TO ENVOYS.; Chinese Cut Off Communication Because of Allies' Advance -- Prominent Peace Supporters Executed.,7.0
"SAW DEAD WIFE IN DREAMS; Took This as Premonition of His End, Which Came Yesterday. Police Think J.H. Gittings Committed Suicide, but Physicians Say He Died of Grief for His Wife.",9.0
Entries for Newport Golf Events.,7.0
MARKET CONDITIONS.,7.0
Newport Golf Club Fixtures.,7.0
HAVERFORD'S LAST GAME.; Cricket with Cambridge a Draw After Americans Made 208 Runs.,9.0
ART IN LONDON.; A Late View of the Royal Academy -- The Fragonard and Romney Pictures,5.0
STATUS OF DADY CONTRACTS.; Not Believed in Cuba that There Are Good Grounds for Action.,5.0
City Island Yacht News.,7.0
ENGLAND'S INVULNERABILITY.; Roseberry Denies the Existence of a Blind Confidence in the War Office.,2.0
Addicks Faction's Early Primaries.,7.0
THE ADVANCE ON PEKING.,7.0
Plates Owned by Clement Shorter.,10.0
"SCHILLER.; His Unfinished ""Demetrius"" Again Completed.",1.0
Front Page 8 -- No Title,7.0
"KIPLING AGAIN.; Reactionary Criticism of ""the Man Who Wrote 'Mandalay.'",1.0
BREAKER INJURES BATHER.; Boston Woman's Spine Hurt in Surf at Asbury Park.,7.0
"THE SHAH'S ASSAILANT WELL-KNOWN ANARCHIST; Persian Ruler Is a Fatalist, and Attack Astonished Him. SAYS HIS HOUR HAS NOT COME Believes There Is a Plot Against Chiefs of State -- Knows, He Adds, that French People Love Him.",10.0
"DUNLAP ACCUSED OF USURY.; Brother of the East Side Missionary, Winslow Dunlap, Held -- One Borrower Pays $173 for $30 Loan.",1.0
BRYAN AND HISTORY.,7.0
Mr. Hay Goes to New Hampshire.,7.0
Beware of a Title.,10.0
RELIGIOUS NEWS AND VIEWS; New Roman Catholic Church of the Holy Trinity. BASEMENT READY FOR MASS Services to be Held for the First Time in the New Structure To-morrow -- Rev. Michael J. Considine Rector.,6.0
"SUES ARMY OFFICER FOR $50,000.; Washington Woman Alleged Breach of Promise to Marry.",4.0
ANSWER OF GEN. M'ALPIN; No Knowledge of Means of Getting Federal Clerks' Names. POST OFFICE COMMUNICATIONS Supt. Van Cott Ridicules a Correspondent's Allegation that He Has Addresses and Backing.,1.0
THE LONDON MARKET.,7.0
DILATORINESS OF ALLIES.; Commanders Accused of Indifference -- Japanese an Example to the Europeans.,4.0
DESERTED CHINAMAN DIES.; He Lives Only Fifteen Minutes After Admission to Hospital.,7.0
FORM IN ART.; Prof. G.L. Raymond's Latest Volume on Comparative Aesthetics.,1.0
SOUGHT CHILD AND WAS SHOT.; William Simmons Mortally Wounded in Resort Where Wife Lived.,2.0
Movements of Naval Vessels.,7.0
BREWERY BEATS THE COMBINE.; Forces Latter to Ask an Injunction -- Suit May Expose the Trust.,7.0
MAY AID HUNT FOR ANARCHISTS.; Ex-Police Captain of Chicago Confers with European Officials.,2.0
The Question of Hot Water.,7.0
"POLICEMAN KILLS FRIEND; Prominent Citizen of Norfolk, Va., Is Shot Dead. Capt. Prince the Assailant and No Reason Is Assigned for the Deed -- Gives Himself Up.",9.0
NOTES AND NEWS.; The Psalms Illustrated by Rhead.,9.0
THE PABST HOTEL PORTICO.; J.B. Regan Notified to Remove the Obstruction from the Sidewalk.,3.0
LONDON LITERARY LETTER,10.0
BOOKS AND AUTHORS.,4.0
DISCREDITS GOEBEL WITNESSES; Defense Attacks Their Credibility -- An Alleged Confession by Combs -- Gen. Collier's Testimony.,4.0
RUNAWAY IN MADISON AVENUE.; Man and Policeman Who Attempt to Stop the Frightened Animal Receive Painful Injuries.,2.0
Front Page 1 -- No Title,7.0
MR. HANNA HAS VISITORS; Travelers' Sound Money League Committee Offers Services. MAINE AND VERMONT SPEAKERS Republicans Determined to Secure Big Majorities -- Reports About Alaska Boundary Question Denied.,9.0
Article 1 -- No Title,7.0
"THIEVES ROB YACHT FLEET.; Commodore Leach's Flagship Suffers Most -- The Commodore, a Veteran, Will Do Sentry Duty with Rifle.",2.0
Oregon Has Red Huckleberries.,7.0
THE NEWS OF NEWPORT.,7.0
SAVED CATBOAT'S CREW.; Capt. Wohlfarth of College Point Precinct Rescues Two of the Men in Peril of Drowning.,10.0
